,news_id,text_no_stopwords,label
156,185394,gangneung reuters musicians entertaining fans gangneung oval fond pop dutch skater sven kleintje pils played nagano games ago fixture olympics audience grooving version gangnam style korean rapper psy global youtube hit pleased korean people audience world excited play band leader ruud bakker told reuters sets oval success invited perform korean olympic committee band stint pyeongchang games appearance performances ice preparation highlights dominating skating events winning medals including golds band duties extend keeping party night racing big party won races happy bakker added dutch fans colored suits shoes sing songs excited skating pyeongchang olympics women competition finals gangneung oval gangneung dutch band kleintje pils plays athletes fans skating competition reuters notable absentee big dutch party skated record books winning consecutive olympic medal meters chose celebrate work sven bakker talking important olympics sven vancouver games blunder cost searching victory longest olympic distance finished vancouver disqualified choosing wrong sochi games team mate jorrit bergsma special significance wins kleintje pils play part breaking frisian anthem honor native friesland northwestern province produced dutch skaters sven win big crown career bakker hear national anthem frisian anthem friesland part skating heart editing osmond,1.0
157,121504,pm updated minutes ago energy percent staff boost returns scheyder reuters energy corp workers roughly percent staff part plan streamline operations boost shale oil producer sagging returns cuts affect areas company operations headquarters staff ahead statement shares jumped percent exchange percent earlier line broader markets oil prices rising layoffs announced shale peers pressure recent focus production ways boost shareholder returns company lost percent past jump oil prices expects cuts save company continue sharpen focus operations increase operating financial efficiencies align workforce heightened focus competitive successful environment spokesman porretto statement laid staff oil industry grappled oil prices half current levels chief executive shed assets efficient company drives returns operates shale buy raise dividend percent posting expected earnings reporting scheyder editing oatis,-1.0
158,144048,adds information ceo background direct listing rewrites reuters ek swedish ceo founder streaming leader spotify technology sa set shares company direct listing company disclosed filing amended filing securities exchange commission spotify expects current shareholders ordinary shares begins trading exchange bit unhu traditional ipo spotify plans direct listing investors employees shares company raising capital hiring bank broker underwrite offering spotify valued roughly private markets set opening share direct listing company hired evaluate buy orders nyse set opening company disclosed time shares ek chief executive stake recent private market prices ranged spotify updated filing reporting nellis supantha mukherjee bengaluru editing shounak dasguptaa dn maler,1.0
159,58491,pm updated minutes ago granite telecommunications extended local wholesale complete agreement reuters staff reuters granite telecommunications extended local wholesale complete agreement source text eikon company coverage,1.0
160,59717,employers fingerprint scanners clock employees work hit wave class action lawsuits recent privacy statute covers called biometric technology companies including airlines owner continental holdings worldwide holdings restaurant chain hooters faced lawsuits saikali partner llp chairs firm privacy data full subscribe sign,-1.0
161,128557,midcap constituent msci nyse msci replace csra nyse csra smallcap constituent lumentum holdings nasd lite replace msci midcap energy services nyse cj replace lumentum holdings smallcap effective open trading constituent general dynamics corp nyse gd acquiring csra expected pending final conditions indices announces clarification indices methodology public offerings existing shares selling shareholders concurrent share repurchase share issuance affected company included share change selling shareholder stake equals total shares company refer indices methodology document website details msci investment decision support tools clients manage investment processes headquartered ny company added gics global industry classification standard financial exchanges data industry index lumentum holdings manufactures optical photonic products headquartered milpitas ca company added midcap gics communications equipment industry index energy services construction completion complementary oilfield services oil gas exploration production companies headquartered tx company added smallcap gics oil gas equipment services industry index summary index company gics economic sector gics industry added msci financials financial exchanges data deleted csra information technology consulting services midcap index company gics economic sector gics industry added lumentum holdings information technology communications equipment deleted msci financials financial exchanges data smallcap index company gics economic sector gics industry added energy services energy oil gas equipment services deleted lumentum holdings information technology communications equipment information indices visit spdji indices indices largest global resource essential index based concepts data research home iconic financial market indicators industrial average assets invested products based indices products based indices provider world invented index dji home indices spectrum asset classes helped define investors measure trade markets indices division global nyse spgi essential intelligence individuals companies governments make decisions confidence information visit spdji information blitzer managing director chairman index committee blitzer spglobal indices indexservices spglobal media inquiries spdjicommunications spglobal view original content news releases msci set join sp lumentum holdings join sp midcap cj energy services join sp smallcap html source indices,1.0
162,246464,walmart amazon battling fiercely picture featuring flipkart delivery packets ramesh pathania mint hindustan times getty images lashinsky article appeared data sheet newsletter top tech news delivered sign authority wikipedia attributes origin proverb enemy enemy sanskrit ancient hindu language latest proof point unfolding global tech players massive market puny commerce volume opportunity world biggest retailers amazon amzn pumping hoped marketplace walmart wmt finalizing controlling investment commerce startup flipkart makes sense walmart schooled amazon company covered tough win market competing existential walmart retailer disrupted kmart doesn end century version dinosaurs wait alphabet googl search results publisher google investing alongside walmart makes perfect sense google amazon competes fulfill shopper google search ads amazon retail platform thrived share future transactions enter walmart side google announced limited partnership showing ll continue partner common foe walmart business jd closely allied tencent gaming messaging company arch foe alibaba commerce goliath investor flipkart tencent challenging alibaba baba dominant position payments offering wechat tencent owns part alibaba investor payments company paytm tangled web enemies woven competition growing markets thing untangle times published outstanding profile competition margrethe vestager understand brussels thinks silicon revealing nugget vestager term ends leader belongs opposing party appoint data sheet enjoyed switcheroo normal sponsored financial content,1.0
163,247887,spec ultra net shorts hit record highs speculators cut note net shorts lowest speculative eurodollar net shorts record adds background details latest data reuters speculators net bearish bets treasury note futures ahead treasury department longer dated government debt commodity futures trading commission data released treasury sold notes debt refunding amount speculators bearish positions treasury futures exceeded bullish positions contracts cftc latest commitments traders data earlier speculators net positions note futures speculators reduced bearish bets notes disappointing payrolls report released ago helped benchmark yield percent refunding speculators turned net futures net position pared net shorts notes contracts lowest scaled net longs federal funds futures contracts lowest earlier stood highest speculative net shorts notes reached record contracts speculators increased net shorts ultra futures contracts record speculative net shorts eurodollar futures grew shy record set earlier table speculative positions treasury futures trade eurodollar futures mercantile exchange latest notes contracts net notes contracts net notes contracts net contracts net ultra contracts net eurodollar contracts net fed funds contracts net reporting editing orlofsky berlowitz,1.0
164,247194,general electric dropped percent trading company revealed expects profit growth stagnant business ceo revealed presentation believes market ge gas powered turbines remain weak shares ge closed percent drop worst percent drop declined comment company cut company dividend plays analysts electrical products group conference reuters drop reversal trend shares percent hit earnings presentation repeated ge forecast earnings change share share expectation industrial conglomerate announced end,-1.0
165,212904,reuters supermarket chain intermarche fined competition investigators found breached rules hefty discounts products nutella chocolate spread offer caused pandemonium stores government dgccrf competition anti fraud agency found intermarche broke forbidding retailers selling products actual cost economy minister geny stephann intermarche discounting risked potential geny stephann told rtl radio decide impose euros selling loss intermarche comment retailers allowed cost periods products days interview newspaper journal du dimanche intermarche chairman thierry cotillard offer made official period promotions end offered percent reductions grocery brands led scuffles shoppers grab jars nutella nutella made group ferrero household favorite footage unrest intermarche stores viral social media promotions covered procter pg nappy pampers nestle nesn perrier sparkling water lavazza carte noire dgccrf promotional offer annoying government ministers preparing unveil draft legislation aimed ensuring fairer prices farmers notably curbing aggressive discounting supermarkets planned food advocated president macron response standing difficulties farmers macron hosted hundreds farmers reception elysee presidential palace ahead farm show traditionally politically important event farmers staged protests trade concessions countries reporting trompiz carriat editing sudip kar,-1.0
166,286599,expected largest tech listing posts bln yuan revenue pct yoy posts net loss bln yuan net profit bln adds context detail filing reuters smartphone connected device maker xiaomi filed initial public offering expected largest listing tech company listing company biggest tech ipo alibaba group holding raised announcement consumer electronics company gave investors detailed financial position ahead hyped ipo company revenue yuan percent made net loss yuan versus profit yuan operating profit yuan yuan ago alongside smartphones xiaomi makes dozens internet connected home appliances gadgets including scooters air purifiers cookers derives profits internet services smartphone market cheap handsets pose rising challenge market leaders samsung electronics xiaomi ipo rules began effort attract tech listings competition tech deals heats mainland exchange eyeing tech listings expected coming firms combined market cap clsa group sponsoring xiaomi ipo yuan renminbi reporting cadell rushil dutta bengaluru editing,1.0
167,268257,updated minutes ago update logitech shares hit reuters staff recasts ceo comment market reaction background revill zurich reuters logitech shares biggest gainers computer peripherals mobile speaker maker reported expected profit chief executive maintain upward momentum company surged percent highest decade reported driven booming keyboards mice headphones online gamers growth video collaboration devices revival demand accessories tablet computers helped logitech counter decline wireless speaker business ended chief executive improvement reflected investments logitech made innovation design innovating performing told reuters interview growth double digit growth optimistic wouldn didn growing added lots opportunities lots capabilities pointed continuing growth categories video conferencing gaming segments ultrafast keyboards mice popular players games league legends whirlpool procter executive led turnaround logitech doldrums company share increased percent outpacing stoxx technology index gained percent time logitech reported beating estimate analysts reuters poll net profit beat forecasts analysts positive results highlighting broad based development increase operating flow set results logitech shows keeping growth momentum operating flow doubled growth broad based categories analyst zuercher kantonalbank results supported weaker doesn company tight grip costs product lines logitech world biggest maker computer mice increase profitability target future company aims profit percent bracket reported margin percent possibility raising interview potential added moment logitech prioritising growth upping margin target corridor reporting revill editing,1.0
168,165709,redwood calif acelrx pharmaceuticals nasdaq acrx acelrx company specialty pharmaceutical company focused innovative therapies medically supervised settings today announced appointment saia general counsel effective mr saia joins acelrx mckesson corporation global leader healthcare supply chain management solutions retail pharmacy community oncology specialty care healthcare information technology brings substantial experience healthcare executive expertise corporate development corporate governance regulatory compliance securities leadership team angotti acelrx chief executive officer appointment important time acelrx prepare resubmit dsuvia nda begin preparation expected fda advisory committee meeting anticipated pdufa extensive experience leadership highly valued mr saia decade healthcare industry experience joins acelrx mckesson corporation recently served corporate secretary associate general counsel mckesson served roles increasing responsibilities leadership included leading supporting acquisitions time period mckesson mr saia senior attorney dla advising clients capital markets transactions public reporting earlier career mr saia attorney special counsel securities exchange commission acelrx experienced leadership team made significant strides dsuvia approved fda mr saia forward working alongside talented team acelrx deliver medicine potential change current standard care medically supervised settings mr saia received degree university school bachelor degree university acelrx pharmaceuticals acelrx pharmaceuticals specialty pharmaceutical company focused development commercialization innovative therapies medically supervised settings acelrx proprietary invasive sublingual formulation technology delivers sufentanil consistent pharmacokinetic profiles company product candidates including dsuvia sufentanil sublingual tablet mcg dzuveo states proposed indication treatment moderate severe acute pain medically supervised settings zalviso sufentanil sublingual tablet system sst system mcg developed innovatively designed patient controlled analgesia pca system reduction moderate severe acute pain medically supervised settings additional information acelrx clinical programs visit acelrx view original content multimedia news releases acelrx announces appointment saia general counsel html source acelrx pharmaceuticals,1.0
169,86866,reuters regulators announce requiring emergency inspections days fan blades cfm engines worldwide crash airlines jet killed sources federal aviation administration regulators announce mandating inspections recommended engine maker cfm international partnership safran sa general electric bulletin earlier emergency inspections apply engines worldwide including states cfm inspected reporting shepardson editing,-1.0
170,115284,reuters zions bancorp zions bancorp part previously announced internal reorganization entered plan merger wholly owned bank unit zb zions bancorp terms plan merger merged unit unit continuing surviving entity source text bit gnipjs company coverage,1.0
171,11612,factors affect markets reuters verified newspaper reports vouch accuracy items marked complete list diary events politics countries summit prime minister pm paolo gentiloni pm macron spanish pm rajoy gmt leader anti establishment movement leads opinion polls ahead election pulling euro zone longer goal party economy bank releases data bank lending domestic government holdings based debt treasury offers euros bot treasury picked banca imi barclays bank ing bank jp bank issue btp future companies ubi banca bper banca arbitrator market regulator consob ruled investors ubi banca bper banca seek compensation buyers papers reported resolution fund committed potential claims amount la stampa added asset management asset management industry reap euros additional revenues mifid regulation il sole ore citing study excellence consulting banca carige areo sarl vehicle linked based fund chenavari stake percent regional lender filing published market watchdog showed filing areo cut stake percent initial percent owned bank rights issue brunello cucinelli fashion group brunello cucinelli top investor fedone completed placement shares company equal percent stake euros share accelerated building market telecom italia phone group spend euros facilitate exit thousands employees media reported infrastructure fund fi company presenting binding offer telecom italia persidera unit deadline il messaggero paper adds discovery decide bid renting frequencies persidera rai ei towers find partner bid hold majority stake company surpass limit imposed eu regulator agcom multiplexes banca dei paschi di siena bc partners apax expected submit binding offer lender platform possibly assisted industrial partners mf equity euros paper added snam investment bank expected give euro requested tap ag consortium mf danieli danieli order nucor corporation operation built beni stabili general manager alexei dal pastro holds news conference gmt unieuro meeting results closed market data news codes brackets biggest gainers percentage biggest losers percentage ftse allshare index ftse mib index ftse allstars index ftse mid cap index trades stories pan market data news codes brackets equities guide ftseurofirst index dj stoxx index top stoxx sectors top eurostoxx sectors top eurofirst sectors top pct gainers top pct losers markets report nikkei report ftse report xetra dax frankfurt market stories cac market stories world indices reuters survey world bourse outlook western ipo diary asset allocation reuters news glance equities currency report,1.0
172,4236,startups powering tech dynamic evolving industry touches part lives medical treatments undergo stay vacation evolving success happened amazingly talented people conceiving ideas turning life enhancing innovations today biggest startup talent creative highly skilled workers turn ideas big technological revolution maintain innovative prong policy approach boosting stem education training americans fill jobs future fixing skilled immigration system businesses recruit people jobs today harming workers education system lagging today paying computing jobs unfilled computing jobs nationally graduates fill resulting opportunity gap additionally schools teach computer science parents taught children schools prioritize support programs ensure principles computer science computational thinking stem skills integrated education half startup companies valued dollars started immigrants federal level committing federal funding bring computer science education schools resources offer time future work rapidly changing prepare workforce meet global interconnected technology driven economy providing lifelong learning retraining reskilling programs workers attain education skills employers responsibility lead area partnering schools profits people interested stem mentoring people organizations challenges leadership roles face persistent skilled labor shortages startups access talent world fill jobs continue innovating google world valuable businesses started immigrants children immigrants fact percent companies founded founded immigrant immigrant figure rises percent top similarly half startup companies valued dollars started immigrants countries recognized importance attracting world tech talent created dedicated entrepreneur visas attract job creators preserving international entrepreneur current debate focused permanent legislative solution dreamers brought children educated schools contributing workforces economy skilled immigration reform helps fill critical skilled labor shortages increases global competitiveness remain innovative earth win global fight talent concrete bipartisan creative ways growth attract talent require action surely lose commentary aust chairman nasdaq president nasdaq entrepreneurial center located aust executive member technet insight cnbc contributors follow cnbcopinion twitter,1.0
173,84976,department investigating huawei technologies violated sanctions related iran people familiar matter move opens avenue scrutiny cellular electronics giant national security grounds unclear department probe advanced specific allegation federal agents probing huawei spokesman declined comment related video modern cell wireless industry dominated players verizon mobile sprint cellphone operator ways days giant landline monopoly competitive cell companies illustration shaumbe wsj,-1.0
174,89100,reuters exxonmobil imported liquefied natural gas lng cargo tanks cold papua guinea lng facilities capital port moresby confirming earlier reuters report logos exxonmobil gastech world biggest expo gas industry chiba reuters toru hanai imported lng maintain temperature company lng tanks terminal loading facilities avoid lengthy recooling period restarts spokeswoman email exxon png lng export shut late powerful earthquake disrupted feed gas supplies gas producing highlands region addition amount gas fuel source gas turbine generators safe operating condition spokeswoman generators continuing supply port moresby demand purchase cargo reflect change earlier projection return production added reuters reported exxon bought lng cargo delivery lng stopping liquefaction process condenses gas liquid minus degrees celsius lng plants warm requiring cargoes imported cryogenic tanks equipment operational cubic meter capacity lng tanker kumul custom built png lng project moored terminal discharging cargo reuters eikon shiptracking data showed cubic meter capacity lng tanker papua anchored port moresby data traders tanker standing load export cargo officially confirmed exxon exxon earthquake partners total sa oil search plans double facility export capacity tonnes reporting jaganathan editing manolo serapio jr,1.0
175,99940,amazon scheduled announce earnings market closes earnings forecast analysts polled reuters average expect amazon earn share compared cents share ago company forecast operating income compared ago,1.0
176,13524,reuters time decades producer trudging snowy sundance film festival opens leaving independent movie festival marketplace watched tastemaker absence filled streaming services upstart studios veteran production houses scrambling buy buzzed films festival industry undergoing dramatic change guard usual suspects sundance stepped fallen bit bricke director content acquisition netflix players added creates excitement degree chaos marketplace unmissable presence previous times loudly negotiating deals foyers theaters movie premieres producer built career finding awards gems sundance competitors watched picks closely launching bidding wars driving prices fired chief executive women accused sexual harassment assault allegations spanned decades denied consensual sex sundance founded redford sundance institute independent film industry premiere gathering evolving movie watching habits brought buyers recent netflix amazon leading digital outlets sundance streaming services started outbid standout films filmmakers prospered amazon paid big sick netflix paid mudbound unclear outlets replace pacesetters amazon plans shift resources independent films projects commercial potential sources told reuters netflix investing bigger budget movies bricke remained interested independent films traditional studio stalwarts owned media giants searchlight sony pictures classics focus features sundance competition newer independent studios orchard distributor winning moonlight changing distribution conversation technology companies hulu alphabet youtube searching hits options filmmakers size check digital players offer ways films front audiences netflix focuses streaming movies simultaneously members countries limited theatrical runs netflix completely changed conversation distribution fidell writer director dumb road debuting sundance requires knowing movie anticipated films sundance include opening night feature blindspotting pair oakland men navigating changing friendship actor dano directorial debut wildlife starring gyllenhaal documentary matangi independent films remain part netflix original films bricke company acquisitions sundance talent work amazon set distribution arm debut movies theaters offered pay royalties stream filmmakers movies competition sundance acquire content exclusive period online library youtube additions programming lineup variety distribution options youtube global original programming include limited full theatrical runs video demand open lot models reporting piya sinha richwine editing,-1.0
177,196004,surges job growth increase ubs sees upside oil demand growth reuters survey shows compliance output cuts output exceeded mln bpd updates prices adds moves reuters oil prices eased surged due jobs wage energy markets supported compliance output cuts opec rising global demand futures global benchmark barrel gmt intermediate wti crude cents barrel oil prices priced soared jobs growth surged recording largest gain crude support mid term output cuts biggest producers demand opec opec production tight oil justifiably focus demand quietly underpinned tightening market past ubs note global oil demand bpd percent ubs international monetary fund raised global economic growth forecast ubs individual gdp grew percent oil consumption growth exceeded percent implies upside risk current demand growth forecast supply front production organization petroleum exporting countries higher output saudi arabia offset decline underscores commitment cartel russian partners floor oil chief market strategist futures brokerage axitrader data showed compliance output cuts compliance drawing investors focus rise production output surpassed bpd time energy information administration additional reporting gloystein sheldrick editing pullin,1.0
178,281849,cents loonie touches weakest level prices higher flatter yield curve yield touches percent reuters weakened counterpart oil prices greenback broadly investors weighed decision government purchase oil pipeline project government buy trans pipeline expansion frustrated delays caused government concerned oil spills oil exports pressured expectations saudi arabia pump crude compensate potential supply shortfall crude prices percent barrel basket currencies debt market drove investors dump euro edt gmt trading percent greenback cents currency touched weakest level losses loonie ahead bank interest rate decision central bank hold interest rates steady indebted consumers uncertain trade policy necessitate caution reuters poll predicted president trump running time deliver revamp trade agreement nafta promised people involved talks crunch largely administration making sends percent exports states economy nafta collapses government prices higher flatter yield curve sympathy treasuries political uncertainty bolstered demand safe assets climbed cents yield percent yield touched lowest intraday percent reporting fergal editing oatis,-1.0
179,18658,walmart hikes minimum wage announces layoffs walmart announces wage hikes hourly employees closure layoffs club stores aleksandra michalska reports hide transcript view transcript walmart announces wage hikes hourly employees closure layoffs club stores aleksandra michalska reports press ctrl windows cmd press url mobile device copy code reut rs apysde,-1.0
180,26602,oslo reuters suspended exports weapons ammunition arab emirates concerns war yemen foreign ministry uae part saudi led coalition formed fight iran aligned houthi group controls yemen capital sanaa war killed people displaced evidence norwegian made ammunition yemen rising risk related uae military involvement ministry decision reflects strict precautionary approach added existing export permits temporarily revoked licences issued current circumstances decision made made public norwegian exports weapons ammunition uae norwegian crowns statistics data showed human rights groups members parliament campaigned halt arms exports uae fantastic government finally responsibility end weapons exports active bombing schools hospitals yemen line hegna spokeswoman norwegian rights group save children hopeful decision norwegian government act exporting act responsibly face repeated violations international humanitarian added arms saudi arabia coalition members stirred debate countries including britain court rejected claim campaigners billions dollars arms saudi arabia halted yemen violation international humanitarian spokesperson department international trade government operates robust arms export control regimes world rigorously examine application including uae basis consolidated eu national arms export licensing criteria licence inconsistent criteria spokesperson opposition labour party continue suspension arms saudi arabia evidence complete halt weapons civilian population weapons exports uae allowed permit arms ammunition saudi arabia norwegian parliament foreign relations committee due debate arms uae officials immediately comment norwegian crowns reporting terje solsvik additional reporting sami aboudi dubai editing,-1.0
181,50397,pm updated hours ago positive keytruda lung cancer data sends merck shares percent erman reuters positive lung cancer results merck blockbuster drug keytruda assuaged investor concerns delays testing withdrawal application drug sending drugmaker shares percent cocktail immunotherapy keytruda chemotherapy medicines helped lung cancer patients live longer stopped disease advancing results study showed merck results presented upcoming medical meeting location announced earlier trial similar patients initial treatment keytruda chemotherapy improves survival trial definitive latest results cement merck position front runner develop drugs initial line treatment patients common type lung cancer shares merck percent company make survival goal lung cancer trial extended study gains bring shares line trading delay results merck extend leadership position line cell lung cancer dominating percent patients tumors levels pdl protein targeted drug credit analyst vamil divan research note increase chances regulatory approval merck withdrew application regulators asked data analysts merck secured regulatory approval combination based positive results earlier trial drugmaker anglo swedish drug company astrazeneca plc merck rival squibb developing combination lung cancer treatments lung cancer lucrative oncology market line approval makes drug patients keytruda brought merck analysts expect drug generate merck rely heavily keytruda line lung cancer treatment achieve milestone analysts merck shares late morning trading shares percent shares astrazeneca percent percent reporting bengaluru erman editing sai sachin ravikumar orlofsky,1.0
182,132425,funds news pm updated minutes ago ceo fy total compensation mln mln fy reuters staff reuters group ceo fy total compensation versus fy sec filing source text bit gysjqg company coverage,1.0
183,239409,minutes metals set loss demand rise reuters staff adds comment detail updates prices melbourne reuters prices eased heading drop strengthened outlook demand looked due healthy global economic growth trade resuming slowly markets reopened lunar consumers expected return market coming restock ahead seasonally strongest demand customers pricing levels clients trader fundamentals metal exchange eased percent tonne gmt logging gain previous session futures exchange percent yuan tonne edged currencies trimming earlier losses global investors gingerly dipped toes riskier assets amid rapidly shifting views monetary policy scrap supporting outlook scrap metal imports lowest level stringent rules foreign solid waste imports force start imports scrap supportive prices smelters raise feed refined economy number americans filing unemployment benefits pointing job growth solid momentum economy rusal russian aluminium giant rusal matched forecasts percent jump earnings helped higher aluminium prices percent increase demand pushing market tonne deficit aluminium lme aluminium edged percent prices percent factories ramping production pollution linked curtailments expire global market deficit narrowed tonnes restated tonnes previous international study group lme percent shfe rallied percent amid volatile trade asian shares rebounded comments federal reserve official eased worries faster rate rises states safe gains amid heightened volatility markets top stories metals news prices gmt lme active shfe lme aluminium active shfe aluminium lme zinc active shfe zinc lme lead active shfe lead lme active shfe lme tin active shfe tin lme shfe lmeshfcuc lme shfe aluminium lmeshfalc lme shfe zinc lmeshfznc lme shfe lead lmeshfpbc lme shfe lmeshfnic reporting editing subhranshu sahu,1.0
184,134643,bank benefit improving market conditions firm reiterated overweight rating bank predicting profits trading business global markets business eps upgrade segments analyst kian abouhossein wrote note clients probability fy revenues increasing easier comp remaining quarters equity geared ibs ubs ms gs csg benefit current strength equity business abouhossein raised target shares representing percent upside analyst bank equity trading business benefit rise volatility happened market ranked favorite term order credit ubs announced president chief operating officer sole competitor company ceo job retiring moves put direct line succeed blankfein retires ceo amid media coverage succession plans journal reported blankfein step disclaimer,1.0
185,149156,reuters britain ftse index opening points financial bookmakers comcast sky operator comcast informally notified commission intention bid britain pay tv group sky triggering regulatory process tesco tesco pound takeover overwhelmingly backed shareholders companies clearing final hurdles creation powerhouse britain food market melrose gkn investor adviser pirc told shareholders melrose industries oppose pound bid engineering group gkn putting odds proxy voting firms brexit carmakers britain maintain trade union regulatory alignment automotive industry brexit offers upside sector committee lawmakers uk autos percent recent prospective car buyers decision making influenced britain exit union including delaying purchase survey auto trader divs barclays berkeley group easyjet rio tinto rsa insurance group trade entitlement latest dividend pay trimming points ftse reuters calculations uk chip index closed percent points dragged mining companies weak factory data comments federal reserve chairman reignited expectations interest rate hikes states factors affecting cpurl apps cp cms pageid livemarkets uk corporate diary evraz plc full earnings release rentokil initial plc full earnings release schroders plc full earnings release national express group plc full earnings release cobham plc full earnings release howden joinery group plc full earnings release synthomer plc full earnings release rps group plc full earnings release bovis homes group plc full earnings release indigovision group plc full earnings release redde plc half earnings release plc full earnings release entertainments plc full earnings release wpp plc full earnings release hunting plc full earnings release bba aviation plc full earnings release international personal full earnings release finance plc vesuvius plc full earnings release today uk papers financial times business headlines multimedia versions reuters top news xtra visit topnews session rservices top news topnews reuters reporting esha vaish bengaluru,-1.0
186,290880,flareup chronic foot mouth disease trump giuliani told huffington president denied merger sought time told cnn giuliani wrong department blocked trump vocal opponent time merger apparently part antipathy time owned cnn labeled fake news negative coverage longstanding concerns compromise department independence evaluated proposed merger giuliani oblivious concerns told huffpost president denied merger didn result wanted giuliani comments aimed shielding president related scandal wave revelations trump personal fixer accepted millions dollars consulting fees aimed gaining influence president payments made company pay adult film actress part discussing alleged affair trump data sheet technology newsletter included payments company big mistake sources speaking journal executive oversaw payments forced result payments big problem president promised campaign fight influence peddling giuliani told huffpost president knowledge big payments discussed clients including drugmaker novartis president lobbying didn reach president giuliani swamp morning spokesperson told cnn giuliani trump role decision wrong department denied doj antitrust chief makan delrahim sworn oath political influence decision reversed position publicly analysis suggests approved part technological fueling cord cutting tv consumers threatens undermine traditional television merger intended respond time ceo called merger ridiculous giuliani client simply misspoken generously made process attempting defend trump comments fodder president critics plenty reason personal grudge media led meddle,-1.0
187,125769,fargo hit record ist fargo agreed pay record imposed regulators abuses tied auto insurance home mortgages fargo agreed pay record imposed regulators abuses tied auto insurance home mortgages reut rs kvlc,-1.0
188,288105,updated minutes ago regeneron newer drugs disappoint shares slip reuters regeneron pharmaceuticals regn disappointed expected newer treatments eczema medicine dupixent heart drug praluent exacerbating concerns company future growth selling eye drug eylea faces competition drugmaker shares percent percent mid trade regeneron bracing hit eylea focusing expanding dupixent label reach patients venturing hot immuno oncology potential regulatory approval concerns happened dupixent happen suntrust analyst yatin suneja adding possibly issue term growth potential drug dupixent reported partner sanofi missed estimates worrying sign expensive drug facing similar issues company pricey drug praluent days ago regeneron partner sanofi sa sasy slashed praluent half express scripts esrx customers aggressive attempt boost drug praluent earned revenue falling expectations reuters spot regeneron eylea percent beating estimates eylea driven regeneron growth competition lucentis rival treatment ag rog novartis ag novn remain worry analysts investors competition horizon eylea dupixent growth rbc capital markets analyst kennen company active dealmaking rely drug pipeline drugmakers world spend big acquire nimbler smaller rivals strategy continues invest heavily internal research capabilities externally products chief executive officer schleifer conference analysts desperate companies fill gaps pipeline regeneron net income percent excluding time items company earned share ahead estimates revenue edging past estimates reporting bengaluru editing shailesh kuber sai sachin ravikumar,-1.0
189,27306,reuters trade group representing auto parts makers urged trump administration adopt nafta automotive rules research engineering design software development work part regional content goals alternative proposal motor equipment manufacturers association mema trade representative lighthizer round negotiations modernize trade agreement began montreal reporting lawder editing,1.0
190,293013,exclusive reuters ipsos poll shows democrats losing ground millennials korean trust rise summit twin blasts kabul kill local democrats gather meeting picture reuters highlights enthusiasm democratic party waning voters called millennials candidates crucial midterm congressional elections reuters ipsos national opinion poll online survey registered voters ages shows support democrats republicans congress slipped percentage points past percent increasingly republican party economy people central migrant caravan including women children transgender individuals seek asylum allowed border officials facility full iran supreme leader hit states secretary pompeo visited riyadh accusing stoke regional crisis provoking ally saudi arabia confront tehran world afghan security forces stand guard site blast kabul afghanistan reuters sobhani twin blasts afghan capital kabul killed people including journalists arrived report explosion apparently targeted suicide bomber officials hours suicide bomber vehicle attacked foreign military forces province kandahar killing children studying nearby religious school police police officer testified police framed reuters reporters sentenced undisclosed prison term violating myanmar police disciplinary act police spokesman told reuters elaborating reuters journalists wa lone kyaw soe oo imprisoned days korean trust surged feel summit leaders declared end hostilities work denuclearization peninsula survey korean leader met korean president showed percent denuclearize summit percent polled research agency realmeter commentary macron visit achieved surprising result writes president showed president trump leader world embrace ideals democracy respect agreements business exclusive environmental protection agency granted financial hardship waiver oil refinery owned billionaire icahn adviser president trump exempting facility requirements federal biofuels industry sources briefed matter mobile sprint agreed believed win skeptical regulators merger create thousands jobs states beat creating generation mobile network marathon petroleum corp buy rival andeavor form company leapfrog valero energy corp largest refiner capacity sainsbury agreed buy walmart asda create britain biggest supermarket group market share overtaking standing industry leader tesco reuters tv president trump threatened shut federal government congress provide funding build border,-1.0
